UG,NR,CHAVE,"TIPO NE","DATA TRANSACAO","DATA EMISSAO","VALOR NE",FAV,"COD AMPARO","COD MOD LIC","MOD LIC",NORMATIVO,ART,PARAGRAFO,INCISO,ALINEA,"AMPARO COMPLETO",OBS,ESFERA,PTRES,UO,PROGRAMA,ACAO,RP,"TIPO CREDITO",PO,"AUTOR EMENDA",FONTE,ND,PI,"RADICAL 4 PI","MEIO 3 PI","SUFIXO 4 PI",PROCESSO,UGR,LOCAL,CAMBIO,"INFORMAÇÃO COMPLEMENTAR",SISTEMA,ORDEM,ITEM,NDSI,SI,"OBS LI","DATA OPERAÇÃO",OPERACAO,QUANTIDADE,"VALOR UNIT","VALOR OPERACAO"
160224,2024NE000011,160224000012024NE000011,ORDINARIO,29/01/24,26/01/24,"281,24",45258432000216,197,12,PREGAO,"DECRETO 10.024/2019",1,,,,"Art. 1, DECRETO 10.024/2019","2024NC000282, DGO 08 JAN 24 REQUISIÇÃO 9-ALMOX",1,171460,52121,0032,2000,2,A,0004,000000000000,1000000000,339030,I3DAFUNADOM,I3DA,FUN,ADOM,64618.000572/2024-07,160073,"AV. FRANCISCO M. ALBIZU 320, BACACHERI, CURITIBA-PR",0.0000,"16021705000012023 - UASG MINUTA: 160224",COMPRASNET-ME,1,1,33903022,22,"ITEM COMPRA: 00048 - PANO LIMPEZA, MATERIAL ALGODÃO CRU, COMPRIMENTO 70 CM, LARGURA 42 CM, CARACTERÍSTICAS ADICIONAIS LAVADO E ALVEJADO, TIPO SACO",26/01/24,INCLUSAO,158,"1,78","281,24"
160224,2024NE000012,160224000012024NE000012,ORDINARIO,29/01/24,26/01/24,"1.632,97",23533848000181,197,12,PREGAO,"DECRETO 10.024/2019",1,,,,"Art. 1, DECRETO 10.024/2019","2024NC000282, DGO 08 JAN 24 REQUISIÇÃO 9-ALMOX",1,171460,52121,0032,2000,2,A,0004,000000000000,1000000000,339030,I3DAFUNADOM,I3DA,FUN,ADOM,64618.000572/2024-07,160073,"AV. FRANCISCO M. ALBIZU 320, BACACHERI, CURITIBA-PR",0.0000,"16021705000012023 - UASG MINUTA: 160224",COMPRASNET-ME,1,1,33903022,22,"ITEM COMPRA: 00090 - SACO PLÁSTICO LIXO, CAPACIDADE 100 L, COR AZUL, APRESENTAÇÃO PEÇA ÚNICA, LARGURA 75 CM, ALTURA 90 CM, CARACTERÍSTICAS ADICIONAIS 8 MICRAS",26/01/24,INCLUSAO,43,"27,79","1.194,97"
160224,2024NE000012,160224000012024NE000012,ORDINARIO,29/01/24,26/01/24,"1.632,97",23533848000181,197,12,PREGAO,"DECRETO 10.024/2019",1,,,,"Art. 1, DECRETO 10.024/2019","2024NC000282, DGO 08 JAN 24 REQUISIÇÃO 9-ALMOX",1,171460,52121,0032,2000,2,A,0004,000000000000,1000000000,339030,I3DAFUNADOM,I3DA,FUN,ADOM,64618.000572/2024-07,160073,"AV. FRANCISCO M. ALBIZU 320, BACACHERI, CURITIBA-PR",0.0000,"16021705000012023 - UASG MINUTA: 160224",COMPRASNET-ME,2,2,33903022,22,"ITEM COMPRA: 00091 - PANO PRATO, MATERIAL ALGODÃO, COMPRIMENTO 80 CM, LARGURA 45 CM, COR BRANCA",26/01/24,INCLUSAO,200,"2,19","438,00"
160224,2024NE000013,160224000012024NE000013,ORDINARIO,01/02/24,29/01/24,"799,50",49834027000179,197,12,PREGAO,"DECRETO 10.024/2019",1,,,,"Art. 1, DECRETO 10.024/2019","2024NC000282, DGO DE 08JAN24 REQUISIÇÃO 10 ALMOX",1,171460,52121,0032,2000,2,A,0004,000000000000,1000000000,339030,I3DAFUNADOM,I3DA,FUN,ADOM,64618.000594/2024-69,160073,"AV. FRANCISCO M. ALBIZU 320, BACACHERI, CURITIBA-PR",0.0000,"16021705000012023 - UASG MINUTA: 160224",COMPRASNET-ME,1,1,33903022,22,"ITEM COMPRA: 00043 - MANGUEIRA JARDIM, MATERIAL PVC E POLIÉSTER TRANÇADO, DIÂMETRO 1/2 POL, PRESSÃO MÁXIMA 12 BAR., COMPRIMENTO 50 M, COR CRISTAL, CARACTERÍSTICAS ADICIONAIS TRÊS CAMADAS INTERMEDIARIA DE PVC TRANSPARENTE",29/01/24,INCLUSAO,5,"159,90","799,50"
160224,2024NE000014,160224000012024NE000014,ORDINARIO,01/02/24,29/01/24,"844,70",49709450000147,197,12,PREGAO,"DECRETO 10.024/2019",1,,,,"Art. 1, DECRETO 10.024/2019","2024NC000282, DGO DE 08JAN24 REQUISIÇÃO 11 ALMOX",1,171460,52121,0032,2000,2,A,0004,000000000000,1000000000,339030,I3DAFUNADOM,I3DA,FUN,ADOM,64618.000596/2024-58,160073,"AV. FRANCISCO M. ALBIZU 320, BACACHERI, CURITIBA-PR",0.0000,"16021705000012023 - UASG MINUTA: 160224",COMPRASNET-ME,1,1,33903022,22,"ITEM COMPRA: 00014 - DESENGRAXANTE, ASPECTO FÍSICO LÍQUIDO VISCOSO, COMPOSIÇÃO LAURIL ÉTER, SULFATO DE SÓDIO, ESPESSANTE, INIBI-, CARACTERÍSTICAS ADICIONAIS LÍQUIDO CONCENTRADO, BASE ALCALINA, SOLÚVEL EM, APLICAÇÃO LIMPADOR VEÍCULO AUTOMOTIVO",29/01/24,INCLUSAO,240,"1,99","477,60"
160224,2024NE000014,160224000012024NE000014,ORDINARIO,01/02/24,29/01/24,"844,70",49709450000147,197,12,PREGAO,"DECRETO 10.024/2019",1,,,,"Art. 1, DECRETO 10.024/2019","2024NC000282, DGO DE 08JAN24 REQUISIÇÃO 11 ALMOX",1,171460,52121,0032,2000,2,A,0004,000000000000,1000000000,339030,I3DAFUNADOM,I3DA,FUN,ADOM,64618.000596/2024-58,160073,"AV. FRANCISCO M. ALBIZU 320, BACACHERI, CURITIBA-PR",0.0000,"16021705000012023 - UASG MINUTA: 160224",COMPRASNET-ME,2,2,33903022,22,"ITEM COMPRA: 00036 - LUSTRADOR MÓVEIS, COMPONENTES CERAS NATURAIS, AROMA LAVANDA, APLICAÇÃO MÓVEIS E SUPERFÍCIES LISAS",29/01/24,INCLUSAO,60,"2,14","128,40"
160224,2024NE000014,160224000012024NE000014,ORDINARIO,01/02/24,29/01/24,"844,70",49709450000147,197,12,PREGAO,"DECRETO 10.024/2019",1,,,,"Art. 1, DECRETO 10.024/2019","2024NC000282, DGO DE 08JAN24 REQUISIÇÃO 11 ALMOX",1,171460,52121,0032,2000,2,A,0004,000000000000,1000000000,339030,I3DAFUNADOM,I3DA,FUN,ADOM,64618.000596/2024-58,160073,"AV. FRANCISCO M. ALBIZU 320, BACACHERI, CURITIBA-PR",0.0000,"16021705000012023 - UASG MINUTA: 160224",COMPRASNET-ME,3,3,33903022,22,"ITEM COMPRA: 00092 - LIMPA PNEU, ASPECTO FÍSICO LÍQUIDO, COMPOSIÇÃO GLICERINA, TENSOATIVOS, PIGMENTOS, ÁGUA, ABRILHAN T, APLICAÇÃO SUPERFÍCIES EMBORRACHADAS E SIMILARES",29/01/24,INCLUSAO,10,"23,87","238,70"
160224,2024NE000015,160224000012024NE000015,ORDINARIO,05/03/24,29/01/24,"0,00",42119652000190,197,12,PREGAO,"DECRETO 10.024/2019",1,,,,"Art. 1, DECRETO 10.024/2019","2024NC000282, DGO DE 08JAN24 REQUISIÇÃO 11 ALMOX",1,171460,52121,0032,2000,2,A,0004,000000000000,1000000000,339030,I3DAFUNADOM,I3DA,FUN,ADOM,64618.000596/2024-58,160073,"AV. FRANCISCO M. ALBIZU 320, BACACHERI, CURITIBA-PR",0.0000,"16021705000012023 - UASG MINUTA: 160224",COMPRASNET-ME,1,1,33903022,22,"ITEM COMPRA: 00057 - SABÃO PASTA, COMPOSIÇÃO GLICERINA, TENSOATIVO ANIÔNICO E CARBOIDRATO, APLICAÇÃO LIMPEZA PESADA COM AÇÃO DESENGRAXANTE",29/01/24,INCLUSAO,158,"4,45","703,10"
160224,2024NE000015,160224000012024NE000015,ORDINARIO,05/03/24,29/01/24,"0,00",42119652000190,197,12,PREGAO,"DECRETO 10.024/2019",1,,,,"Art. 1, DECRETO 10.024/2019","2024NC000282, DGO DE 08JAN24 REQUISIÇÃO 11 ALMOX",1,171460,52121,0032,2000,2,A,0004,000000000000,1000000000,339030,I3DAFUNADOM,I3DA,FUN,ADOM,64618.000596/2024-58,160073,"AV. FRANCISCO M. ALBIZU 320, BACACHERI, CURITIBA-PR",0.0000,"16021705000012023 - UASG MINUTA: 160224",COMPRASNET-ME,2,1,33903022,22,"ITEM COMPRA: 00057 - SABÃO PASTA, COMPOSIÇÃO GLICERINA, TENSOATIVO ANIÔNICO E CARBOIDRATO, APLICAÇÃO LIMPEZA PESADA COM AÇÃO DESENGRAXANTE",04/03/24,ANULACAO,-158,"-4,45","-703,10"
160224,2024NE000016,160224000012024NE000016,ORDINARIO,01/02/24,29/01/24,"3.660,00",19633424000111,197,12,PREGAO,"DECRETO 10.024/2019",1,,,,"Art. 1, DECRETO 10.024/2019","2024NC000282, DGO DE 08JAN24 REQUISIÇÃO 11 ALMOX",1,171460,52121,0032,2000,2,A,0004,000000000000,1000000000,339030,I3DAFUNADOM,I3DA,FUN,ADOM,64618.000596/2024-58,160073,"AV. FRANCISCO M. ALBIZU 320, BACACHERI, CURITIBA-PR",0.0000,"16021705000012023 - UASG MINUTA: 160224",COMPRASNET-ME,1,1,33903022,22,"ITEM COMPRA: 00077 - PAPEL HIGIÊNICO, MATERIAL CELULOSE VIRGEM, COMPRIMENTO 30 M, LARGURA 10 CM, TIPO GOFRADO E PICOTADO, QUANTIDADE FOLHAS DUPLA, COR BRANCA",29/01/24,INCLUSAO,60,"61,00","3.660,00"
160224,2024NE000017,160224000012024NE000017,ORDINARIO,07/02/24,01/02/24,"2.678,70",47170510000170,197,12,PREGAO,"DECRETO 10.024/2019",1,,,,"Art. 1, DECRETO 10.024/2019","2024NC401051, COEX DE 12JAN24 REQUISIÇÃO 22 APROV",1,171397,52121,0032,212B,1,A,0006,000000000000,1000000000,339030,E6SUPLJA5PA,E6SU,PLJ,A5PA,64618.000702/2024-01,160504,"AV. FRANCISCO M. ALBIZU, 320, BACACHERI, CURITIBA-PR",0.0000,"16019205000062023 - UASG MINUTA: 160224",COMPRASNET-ME,1,1,33903021,21,"ITEM COMPRA: 00003 - AÇUCAREIRO, MATERIAL AÇO INOXIDÁVEL, CAPACIDADE 350 G, CARACTERÍSTICAS ADICIONAIS COM TAMPA E COLHER EM AÇO INOXIDÁVEL",01/02/24,INCLUSAO,15,"14,58","218,70"
160224,2024NE000017,160224000012024NE000017,ORDINARIO,07/02/24,01/02/24,"2.678,70",47170510000170,197,12,PREGAO,"DECRETO 10.024/2019",1,,,,"Art. 1, DECRETO 10.024/2019","2024NC401051, COEX DE 12JAN24 REQUISIÇÃO 22 APROV",1,171397,52121,0032,212B,1,A,0006,000000000000,1000000000,339030,E6SUPLJA5PA,E6SU,PLJ,A5PA,64618.000702/2024-01,160504,"AV. FRANCISCO M. ALBIZU, 320, BACACHERI, CURITIBA-PR",0.0000,"16019205000062023 - UASG MINUTA: 160224",COMPRASNET-ME,2,2,33903021,21,"ITEM COMPRA: 00101 - PEGADOR ALIMENTO, MATERIAL AÇO INOXIDÁVEL, COMPRIMENTO 20,50 CM, CARACTERÍSTICAS ADICIONAIS CABO DE 13 X 2 CM, PEGADOR DE 5 X 5 CM, APLICAÇÃO SALADA",01/02/24,INCLUSAO,15,"5,60","84,00"
160224,2024NE000017,160224000012024NE000017,ORDINARIO,07/02/24,01/02/24,"2.678,70",47170510000170,197,12,PREGAO,"DECRETO 10.024/2019",1,,,,"Art. 1, DECRETO 10.024/2019","2024NC401051, COEX DE 12JAN24 REQUISIÇÃO 22 APROV",1,171397,52121,0032,212B,1,A,0006,000000000000,1000000000,339030,E6SUPLJA5PA,E6SU,PLJ,A5PA,64618.000702/2024-01,160504,"AV. FRANCISCO M. ALBIZU, 320, BACACHERI, CURITIBA-PR",0.0000,"16019205000062023 - UASG MINUTA: 160224",COMPRASNET-ME,3,3,33903021,21,"ITEM COMPRA: 00149 - XÍCARA, MATERIAL PORCELANA, TIPO CHÁ, COR BRANCA, CAPACIDADE 200 ML, CARACTERÍSTICAS ADICIONAIS COM PIRES",01/02/24,INCLUSAO,200,"11,88","2.376,00"
160224,2024NE000018,160224000012024NE000018,ORDINARIO,07/02/24,05/02/24,"8.000,00",36445317000189,197,12,PREGAO,"DECRETO 10.024/2019",1,,,,"Art. 1, DECRETO 10.024/2019","2024NC400482, COEX DE 11JAN24 REQUISIÇÃO 08 APROV",1,171397,52121,0032,212B,1,A,0006,000000000000,1000000000,339039,E6SUPLJA5PA,E6SU,PLJ,A5PA,64618.000474/2024-61,160504,"AV. FRANCISCO M. ALBIZU, 320, BACACHERI, CURITIBA-PR",0.0000,"16020605000012023 - UASG MINUTA: 160224",COMPRASNET-ME,1,1,33903917,17,"ITEM COMPRA: 00003 - MANUTENÇÃO DE FORNOS E FORNALHAS",05/02/24,INCLUSAO,1,"590,00","590,00"
160224,2024NE000018,160224000012024NE000018,ORDINARIO,07/02/24,05/02/24,"8.000,00",36445317000189,197,12,PREGAO,"DECRETO 10.024/2019",1,,,,"Art. 1, DECRETO 10.024/2019","2024NC400482, COEX DE 11JAN24 REQUISIÇÃO 08 APROV",1,171397,52121,0032,212B,1,A,0006,000000000000,1000000000,339039,E6SUPLJA5PA,E6SU,PLJ,A5PA,64618.000474/2024-61,160504,"AV. FRANCISCO M. ALBIZU, 320, BACACHERI, CURITIBA-PR",0.0000,"16020605000012023 - UASG MINUTA: 160224",COMPRASNET-ME,2,2,33903917,17,"ITEM COMPRA: 00012 - MANUTENÇÃO DE EQUIPAMENTOS DE COZINHA INDUSTRIAL",05/02/24,INCLUSAO,4,"560,00","2.240,00"
160224,2024NE000018,160224000012024NE000018,ORDINARIO,07/02/24,05/02/24,"8.000,00",36445317000189,197,12,PREGAO,"DECRETO 10.024/2019",1,,,,"Art. 1, DECRETO 10.024/2019","2024NC400482, COEX DE 11JAN24 REQUISIÇÃO 08 APROV",1,171397,52121,0032,212B,1,A,0006,000000000000,1000000000,339039,E6SUPLJA5PA,E6SU,PLJ,A5PA,64618.000474/2024-61,160504,"AV. FRANCISCO M. ALBIZU, 320, BACACHERI, CURITIBA-PR",0.0000,"16020605000012023 - UASG MINUTA: 160224",COMPRASNET-ME,3,3,33903917,17,"ITEM COMPRA: 00025 - INSTALAÇÃO / MANUTENÇÃO - CÂMARA FRIA",05/02/24,INCLUSAO,1,"1.580,00","1.580,00"
160224,2024NE000018,160224000012024NE000018,ORDINARIO,07/02/24,05/02/24,"8.000,00",36445317000189,197,12,PREGAO,"DECRETO 10.024/2019",1,,,,"Art. 1, DECRETO 10.024/2019","2024NC400482, COEX DE 11JAN24 REQUISIÇÃO 08 APROV",1,171397,52121,0032,212B,1,A,0006,000000000000,1000000000,339039,E6SUPLJA5PA,E6SU,PLJ,A5PA,64618.000474/2024-61,160504,"AV. FRANCISCO M. ALBIZU, 320, BACACHERI, CURITIBA-PR",0.0000,"16020605000012023 - UASG MINUTA: 160224",COMPRASNET-ME,4,4,33903917,17,"ITEM COMPRA: 00033 - MANUTENÇÃO DE EQUIPAMENTOS DE COZINHA INDUSTRIAL",05/02/24,INCLUSAO,1,"900,00","900,00"
160224,2024NE000018,160224000012024NE000018,ORDINARIO,07/02/24,05/02/24,"8.000,00",36445317000189,197,12,PREGAO,"DECRETO 10.024/2019",1,,,,"Art. 1, DECRETO 10.024/2019","2024NC400482, COEX DE 11JAN24 REQUISIÇÃO 08 APROV",1,171397,52121,0032,212B,1,A,0006,000000000000,1000000000,339039,E6SUPLJA5PA,E6SU,PLJ,A5PA,64618.000474/2024-61,160504,"AV. FRANCISCO M. ALBIZU, 320, BACACHERI, CURITIBA-PR",0.0000,"16020605000012023 - UASG MINUTA: 160224",COMPRASNET-ME,5,5,33903917,17,"ITEM COMPRA: 00044 - MANUTENÇÃO DE EQUIPAMENTOS DE COZINHA INDUSTRIAL",05/02/24,INCLUSAO,1,"455,00","455,00"
160224,2024NE000018,160224000012024NE000018,ORDINARIO,07/02/24,05/02/24,"8.000,00",36445317000189,197,12,PREGAO,"DECRETO 10.024/2019",1,,,,"Art. 1, DECRETO 10.024/2019","2024NC400482, COEX DE 11JAN24 REQUISIÇÃO 08 APROV",1,171397,52121,0032,212B,1,A,0006,000000000000,1000000000,339039,E6SUPLJA5PA,E6SU,PLJ,A5PA,64618.000474/2024-61,160504,"AV. FRANCISCO M. ALBIZU, 320, BACACHERI, CURITIBA-PR",0.0000,"16020605000012023 - UASG MINUTA: 160224",COMPRASNET-ME,6,6,33903917,17,"ITEM COMPRA: 00051 - MANUTENÇÃO DE EQUIPAMENTOS DE COZINHA INDUSTRIAL",05/02/24,INCLUSAO,3,"745,00","2.235,00"
160224,2024NE000019,160224000012024NE000019,ORDINARIO,08/02/24,06/02/24,"1.754,40",33583462000138,197,12,PREGAO,"DECRETO 10.024/2019",1,,,,"Art. 1, DECRETO 10.024/2019","2024NC401051, COEX DE 12JAN24 REQUISIÇÃO 14 APROV",1,171397,52121,0032,212B,1,A,0006,000000000000,1000000000,339030,E6SUPLJA5PA,E6SU,PLJ,A5PA,64618.000852/2024-15,160504,"AV. FRANCISCO M. ALBIZU, 320, BACACHERI, CURITIBA-PR",0.0000,"16019205000062023 - UASG MINUTA: 160224",COMPRASNET-ME,1,1,33903023,23,"ITEM COMPRA: 00027 - CAMISETA, TIPO UNISSEX, TIPO MANGA CURTA, TIPO GOLA REDONDA, COR BRANCA, CARACTERÍSTICAS ADICIONAIS CONFORME MODELO DO ÓRGÃO, MATERIAL MALHA ALGODÃO, APLICAÇÃO UNIFORME",06/02/24,INCLUSAO,120,"14,62","1.754,40"
160224,2024NE000020,160224000012024NE000020,ORDINARIO,08/02/24,06/02/24,"572,91",44845034000152,197,12,PREGAO,"DECRETO 10.024/2019",1,,,,"Art. 1, DECRETO 10.024/2019","2024NC401051, COEX DE 12JAN24 REQUISIÇÃO 14 APROV",1,171397,52121,0032,212B,1,A,0006,000000000000,1000000000,339030,E6SUPLJA5PA,E6SU,PLJ,A5PA,64618.000852/2024-15,160504,"AV. FRANCISCO M. ALBIZU, 320, BACACHERI, CURITIBA-PR",0.0000,"16019205000062023 - UASG MINUTA: 160224",COMPRASNET-ME,1,1,33903019,19,"ITEM COMPRA: 00021 - CAIXA PLÁSTICA, MATERIAL PLÁSTICO REFORÇADO, APLICAÇÃO ACONDICIONAMENTO DE HORTIFRUTIGRANJEIROS, COR BRANCA, TIPO VAZADA, MONOBLOCO, CAPACIDADE 52 L",06/02/24,INCLUSAO,13,"44,07","572,91"
