UG,NR,CHAVE,"TIPO NE","DATA TRANSACAO","DATA EMISSAO","VALOR NE",FAV,"COD AMPARO","COD MOD LIC","MOD LIC",NORMATIVO,ART,PARAGRAFO,INCISO,ALINEA,"AMPARO COMPLETO",OBS,ESFERA,PTRES,UO,PROGRAMA,ACAO,RP,"TIPO CREDITO",PO,"AUTOR EMENDA",FONTE,ND,PI,"RADICAL 4 PI","MEIO 3 PI","SUFIXO 4 PI",PROCESSO,UGR,LOCAL,CAMBIO,"INFORMAÇÃO COMPLEMENTAR",SISTEMA,ORDEM,ITEM,NDSI,SI,"OBS LI","DATA OPERAÇÃO",OPERACAO,QUANTIDADE,"VALOR UNIT","VALOR OPERACAO"
160224,2024NE000441,160224000012024NE000441,ORDINARIO,05/08/24,31/07/24,"1.687,51",46945369000178,179,12,PREGAO,"LEI 14.133/2021",28,,I,,"Inc. I, Art. 28, LEI 14.133/2021","2024NC409538, COEX DE 10MAI24 REQUISIÇÃO 8 SEÇ MNT INST",1,232144,52121,6112,21A0,2,A,0005,000000000000,1000000000,339030,E5ARPDRDEGE,E5AR,PDR,DEGE,64618.006581/2024-01,160504,"AV. FRANCISCO M. ALBIZU, 320, BACACHERI, CURITIBA-PR",0.0000,"16021205000102023 - UASG MINUTA: 160224",COMPRASNET-ME,12,12,33903024,24,"ITEM COMPRA: 00044 - CONEXÃO HIDRÁULICA, MATERIAL PVC- CLORETO DE POLIVINILA, TIPO TÊ, TIPO FIXAÇÃO PONTA E BOLSA, APLICAÇÃO INSTALAÇÕES ESGOTO, BITOLA 40 MM",31/07/24,INCLUSAO,20,"1,69","33,80"
160224,2024NE000441,160224000012024NE000441,ORDINARIO,05/08/24,31/07/24,"1.687,51",46945369000178,179,12,PREGAO,"LEI 14.133/2021",28,,I,,"Inc. I, Art. 28, LEI 14.133/2021","2024NC409538, COEX DE 10MAI24 REQUISIÇÃO 8 SEÇ MNT INST",1,232144,52121,6112,21A0,2,A,0005,000000000000,1000000000,339030,E5ARPDRDEGE,E5AR,PDR,DEGE,64618.006581/2024-01,160504,"AV. FRANCISCO M. ALBIZU, 320, BACACHERI, CURITIBA-PR",0.0000,"16021205000102023 - UASG MINUTA: 160224",COMPRASNET-ME,13,13,33903024,24,"ITEM COMPRA: 00045 - CONEXÃO HIDRÁULICA, MATERIAL PVC- CLORETO DE POLIVINILA, TIPO TÊ, TIPO FIXAÇÃO SOLDÁVEL, APLICAÇÃO INSTALAÇÕES PREDIAIS ÁGUA FRIA, BITOLA 25 MM",31/07/24,INCLUSAO,20,"0,76","15,20"
160224,2024NE000441,160224000012024NE000441,ORDINARIO,05/08/24,31/07/24,"1.687,51",46945369000178,179,12,PREGAO,"LEI 14.133/2021",28,,I,,"Inc. I, Art. 28, LEI 14.133/2021","2024NC409538, COEX DE 10MAI24 REQUISIÇÃO 8 SEÇ MNT INST",1,232144,52121,6112,21A0,2,A,0005,000000000000,1000000000,339030,E5ARPDRDEGE,E5AR,PDR,DEGE,64618.006581/2024-01,160504,"AV. FRANCISCO M. ALBIZU, 320, BACACHERI, CURITIBA-PR",0.0000,"16021205000102023 - UASG MINUTA: 160224",COMPRASNET-ME,14,14,33903024,24,"ITEM COMPRA: 00047 - CONEXÃO HIDRÁULICA, MATERIAL PVC- CLORETO DE POLIVINILA, TIPO TÊ 90°, TIPO FIXAÇÃO SOLDÁVEL, APLICAÇÃO INSTALAÇÕES PREDIAIS ÁGUA FRIA, BITOLA 50 MM",31/07/24,INCLUSAO,15,"4,15","62,25"
160224,2024NE000441,160224000012024NE000441,ORDINARIO,05/08/24,31/07/24,"1.687,51",46945369000178,179,12,PREGAO,"LEI 14.133/2021",28,,I,,"Inc. I, Art. 28, LEI 14.133/2021","2024NC409538, COEX DE 10MAI24 REQUISIÇÃO 8 SEÇ MNT INST",1,232144,52121,6112,21A0,2,A,0005,000000000000,1000000000,339030,E5ARPDRDEGE,E5AR,PDR,DEGE,64618.006581/2024-01,160504,"AV. FRANCISCO M. ALBIZU, 320, BACACHERI, CURITIBA-PR",0.0000,"16021205000102023 - UASG MINUTA: 160224",COMPRASNET-ME,15,15,33903024,24,"ITEM COMPRA: 00048 - CONEXÃO HIDRÁULICA, MATERIAL PVC- CLORETO DE POLIVINILA, TIPO JUNÇÃO SIMPLES, TIPO FIXAÇÃO SOLDÁVEL, APLICAÇÃO INSTALAÇÃO SANITÁRIA, BITOLA 100 X 100 MM",31/07/24,INCLUSAO,10,"11,00","110,00"
160224,2024NE000441,160224000012024NE000441,ORDINARIO,05/08/24,31/07/24,"1.687,51",46945369000178,179,12,PREGAO,"LEI 14.133/2021",28,,I,,"Inc. I, Art. 28, LEI 14.133/2021","2024NC409538, COEX DE 10MAI24 REQUISIÇÃO 8 SEÇ MNT INST",1,232144,52121,6112,21A0,2,A,0005,000000000000,1000000000,339030,E5ARPDRDEGE,E5AR,PDR,DEGE,64618.006581/2024-01,160504,"AV. FRANCISCO M. ALBIZU, 320, BACACHERI, CURITIBA-PR",0.0000,"16021205000102023 - UASG MINUTA: 160224",COMPRASNET-ME,16,16,33903024,24,"ITEM COMPRA: 00049 - CONEXÃO HIDRÁULICA, MATERIAL PVC- CLORETO DE POLIVINILA, TIPO JUNÇÃO SIMPLES, TIPO FIXAÇÃO SOLDÁVEL, BITOLA II 150 X 150 MM",31/07/24,INCLUSAO,5,"49,99","249,95"
160224,2024NE000441,160224000012024NE000441,ORDINARIO,05/08/24,31/07/24,"1.687,51",46945369000178,179,12,PREGAO,"LEI 14.133/2021",28,,I,,"Inc. I, Art. 28, LEI 14.133/2021","2024NC409538, COEX DE 10MAI24 REQUISIÇÃO 8 SEÇ MNT INST",1,232144,52121,6112,21A0,2,A,0005,000000000000,1000000000,339030,E5ARPDRDEGE,E5AR,PDR,DEGE,64618.006581/2024-01,160504,"AV. FRANCISCO M. ALBIZU, 320, BACACHERI, CURITIBA-PR",0.0000,"16021205000102023 - UASG MINUTA: 160224",COMPRASNET-ME,17,17,33903024,24,"ITEM COMPRA: 00051 - CONEXÃO HIDRÁULICA, MATERIAL PVC- CLORETO DE POLIVINILA, TIPO JUNÇÃO SIMPLES, TIPO FIXAÇÃO SOLDÁVEL, APLICAÇÃO INSTALAÇÃO SANITÁRIA, BITOLA 50 X 50 MM",31/07/24,INCLUSAO,10,"4,99","49,90"
160224,2024NE000441,160224000012024NE000441,ORDINARIO,05/08/24,31/07/24,"1.687,51",46945369000178,179,12,PREGAO,"LEI 14.133/2021",28,,I,,"Inc. I, Art. 28, LEI 14.133/2021","2024NC409538, COEX DE 10MAI24 REQUISIÇÃO 8 SEÇ MNT INST",1,232144,52121,6112,21A0,2,A,0005,000000000000,1000000000,339030,E5ARPDRDEGE,E5AR,PDR,DEGE,64618.006581/2024-01,160504,"AV. FRANCISCO M. ALBIZU, 320, BACACHERI, CURITIBA-PR",0.0000,"16021205000102023 - UASG MINUTA: 160224",COMPRASNET-ME,18,18,33903024,24,"ITEM COMPRA: 00055 - NIPLE PARA TUBOS CANOS - ROSCÁVEL, MATERIAL PVC- CLORETO DE POLIVINILA, DIÂMETRO 3/4 POL, COMPRIMENTO TOTAL 45,50 MM, DIÂMETRO ANEL 8,50 MM, PESO 16 G , NORMAS TÉCNICAS NBR 5.648",31/07/24,INCLUSAO,20,"0,78","15,60"
160224,2024NE000441,160224000012024NE000441,ORDINARIO,05/08/24,31/07/24,"1.687,51",46945369000178,179,12,PREGAO,"LEI 14.133/2021",28,,I,,"Inc. I, Art. 28, LEI 14.133/2021","2024NC409538, COEX DE 10MAI24 REQUISIÇÃO 8 SEÇ MNT INST",1,232144,52121,6112,21A0,2,A,0005,000000000000,1000000000,339030,E5ARPDRDEGE,E5AR,PDR,DEGE,64618.006581/2024-01,160504,"AV. FRANCISCO M. ALBIZU, 320, BACACHERI, CURITIBA-PR",0.0000,"16021205000102023 - UASG MINUTA: 160224",COMPRASNET-ME,19,19,33903024,24,"ITEM COMPRA: 00060 - CONEXÃO HIDRÁULICA, MATERIAL PVC- CLORETO DE POLIVINILA, TIPO PLUG, TIPO FIXAÇÃO ROSCÁVEL, APLICAÇÃO INSTALAÇÕES PREDIAIS ÁGUA FRIA, BITOLA 3/4_",31/07/24,INCLUSAO,20,"0,59","11,80"
160224,2024NE000441,160224000012024NE000441,ORDINARIO,05/08/24,31/07/24,"1.687,51",46945369000178,179,12,PREGAO,"LEI 14.133/2021",28,,I,,"Inc. I, Art. 28, LEI 14.133/2021","2024NC409538, COEX DE 10MAI24 REQUISIÇÃO 8 SEÇ MNT INST",1,232144,52121,6112,21A0,2,A,0005,000000000000,1000000000,339030,E5ARPDRDEGE,E5AR,PDR,DEGE,64618.006581/2024-01,160504,"AV. FRANCISCO M. ALBIZU, 320, BACACHERI, CURITIBA-PR",0.0000,"16021205000102023 - UASG MINUTA: 160224",COMPRASNET-ME,20,20,33903024,24,"ITEM COMPRA: 00061 - REGISTRO ESFERA, MATERIAL PVC, TIPO MANUAL, BITOLA 50 MM, APLICAÇÃO INSTALAÇÃO HIDRÁULICA, TIPO FIXAÇÃO SOLDÁVEL",31/07/24,INCLUSAO,10,"12,60","126,00"
160224,2024NE000441,160224000012024NE000441,ORDINARIO,05/08/24,31/07/24,"1.687,51",46945369000178,179,12,PREGAO,"LEI 14.133/2021",28,,I,,"Inc. I, Art. 28, LEI 14.133/2021","2024NC409538, COEX DE 10MAI24 REQUISIÇÃO 8 SEÇ MNT INST",1,232144,52121,6112,21A0,2,A,0005,000000000000,1000000000,339030,E5ARPDRDEGE,E5AR,PDR,DEGE,64618.006581/2024-01,160504,"AV. FRANCISCO M. ALBIZU, 320, BACACHERI, CURITIBA-PR",0.0000,"16021205000102023 - UASG MINUTA: 160224",COMPRASNET-ME,21,21,33903024,24,"ITEM COMPRA: 00063 - CONEXÃO HIDRÁULICA, MATERIAL PVC- CLORETO DE POLIVINILA, TIPO CURVA 90° CURTA, TIPO FIXAÇÃO SOLDÁVEL, APLICAÇÃO INSTALAÇÃO SANITÁRIA, BITOLA I 150 MM",31/07/24,INCLUSAO,5,"38,00","190,00"
160224,2024NE000441,160224000012024NE000441,ORDINARIO,05/08/24,31/07/24,"1.687,51",46945369000178,179,12,PREGAO,"LEI 14.133/2021",28,,I,,"Inc. I, Art. 28, LEI 14.133/2021","2024NC409538, COEX DE 10MAI24 REQUISIÇÃO 8 SEÇ MNT INST",1,232144,52121,6112,21A0,2,A,0005,000000000000,1000000000,339030,E5ARPDRDEGE,E5AR,PDR,DEGE,64618.006581/2024-01,160504,"AV. FRANCISCO M. ALBIZU, 320, BACACHERI, CURITIBA-PR",0.0000,"16021205000102023 - UASG MINUTA: 160224",COMPRASNET-ME,22,22,33903024,24,"ITEM COMPRA: 00069 - CONEXÃO HIDRÁULICA, MATERIAL PVC- CLORETO DE POLIVINILA, TIPO JOELHO 45°, TIPO FIXAÇÃO SOLDÁVEL, APLICAÇÃO INSTALAÇÃO SANITÁRIA, BITOLA 100 MM",31/07/24,INCLUSAO,19,"4,99","94,81"
160224,2024NE000441,160224000012024NE000441,ORDINARIO,05/08/24,31/07/24,"1.687,51",46945369000178,179,12,PREGAO,"LEI 14.133/2021",28,,I,,"Inc. I, Art. 28, LEI 14.133/2021","2024NC409538, COEX DE 10MAI24 REQUISIÇÃO 8 SEÇ MNT INST",1,232144,52121,6112,21A0,2,A,0005,000000000000,1000000000,339030,E5ARPDRDEGE,E5AR,PDR,DEGE,64618.006581/2024-01,160504,"AV. FRANCISCO M. ALBIZU, 320, BACACHERI, CURITIBA-PR",0.0000,"16021205000102023 - UASG MINUTA: 160224",COMPRASNET-ME,23,23,33903024,24,"ITEM COMPRA: 00070 - CONEXÃO HIDRÁULICA, MATERIAL PVC- CLORETO DE POLIVINILA, TIPO JOELHO 45°, TIPO FIXAÇÃO PONTA E BOLSA, APLICAÇÃO INSTALAÇÕES ESGOTO, NORMAS TÉCNICAS NBR 5688, BITOLA I 150 MM, CARACTERÍSTICAS ADICIONAIS 1 SÉRIE REFORÇADA",31/07/24,INCLUSAO,5,"21,63","108,15"
160224,2024NE000441,160224000012024NE000441,ORDINARIO,05/08/24,31/07/24,"1.687,51",46945369000178,179,12,PREGAO,"LEI 14.133/2021",28,,I,,"Inc. I, Art. 28, LEI 14.133/2021","2024NC409538, COEX DE 10MAI24 REQUISIÇÃO 8 SEÇ MNT INST",1,232144,52121,6112,21A0,2,A,0005,000000000000,1000000000,339030,E5ARPDRDEGE,E5AR,PDR,DEGE,64618.006581/2024-01,160504,"AV. FRANCISCO M. ALBIZU, 320, BACACHERI, CURITIBA-PR",0.0000,"16021205000102023 - UASG MINUTA: 160224",COMPRASNET-ME,24,24,33903024,24,"ITEM COMPRA: 00101 - CONEXÃO HIDRÁULICA, MATERIAL PVC- CLORETO DE POLIVINILA, TIPO BUCHA REDUÇÃO CURTA, TIPO FIXAÇÃO SOLDÁVEL, APLICAÇÃO INSTALAÇÕES PREDIAIS ÁGUA FRIA, BITOLA 25 X 20 MM",31/07/24,INCLUSAO,10,"0,16","1,60"
160224,2024NE000441,160224000012024NE000441,ORDINARIO,05/08/24,31/07/24,"1.687,51",46945369000178,179,12,PREGAO,"LEI 14.133/2021",28,,I,,"Inc. I, Art. 28, LEI 14.133/2021","2024NC409538, COEX DE 10MAI24 REQUISIÇÃO 8 SEÇ MNT INST",1,232144,52121,6112,21A0,2,A,0005,000000000000,1000000000,339030,E5ARPDRDEGE,E5AR,PDR,DEGE,64618.006581/2024-01,160504,"AV. FRANCISCO M. ALBIZU, 320, BACACHERI, CURITIBA-PR",0.0000,"16021205000102023 - UASG MINUTA: 160224",COMPRASNET-ME,25,25,33903024,24,"ITEM COMPRA: 00129 - CONEXÃO HIDRÁULICA, MATERIAL PVC- CLORETO DE POLIVINILA, TIPO JOELHO 90°, TIPO FIXAÇÃO SOLDÁVEL E ROSCÁVEL, BITOLA LADO ROSCÁVEL 1/2 POL, BITOLA LADO SOLDÁVEL 25 MM, CARACTERÍSTICAS ADICIONAIS COM BUCHA DE LATÃO, APLICAÇÃO INSTALAÇÕES PREDIAIS ÁGUA FRIA",31/07/24,INCLUSAO,20,"3,89","77,80"
160224,2024NE000441,160224000012024NE000441,ORDINARIO,05/08/24,31/07/24,"1.687,51",46945369000178,179,12,PREGAO,"LEI 14.133/2021",28,,I,,"Inc. I, Art. 28, LEI 14.133/2021","2024NC409538, COEX DE 10MAI24 REQUISIÇÃO 8 SEÇ MNT INST",1,232144,52121,6112,21A0,2,A,0005,000000000000,1000000000,339030,E5ARPDRDEGE,E5AR,PDR,DEGE,64618.006581/2024-01,160504,"AV. FRANCISCO M. ALBIZU, 320, BACACHERI, CURITIBA-PR",0.0000,"16021205000102023 - UASG MINUTA: 160224",COMPRASNET-ME,26,26,33903024,24,"ITEM COMPRA: 00130 - CONEXÃO HIDRÁULICA, MATERIAL PVC- CLORETO DE POLIVINILA, TIPO COTOVELO 90°, TIPO FIXAÇÃO ROSCÁVEL, CARACTERÍSTICAS ADICIONAIS COM BUCHA DE LATÃO, APLICAÇÃO INSTALAÇÕES PREDIAIS ÁGUA FRIA, COR AZUL, BITOLA I 3/4 POL",31/07/24,INCLUSAO,20,"3,43","68,60"
160224,2024NE000441,160224000012024NE000441,ORDINARIO,05/08/24,31/07/24,"1.687,51",46945369000178,179,12,PREGAO,"LEI 14.133/2021",28,,I,,"Inc. I, Art. 28, LEI 14.133/2021","2024NC409538, COEX DE 10MAI24 REQUISIÇÃO 8 SEÇ MNT INST",1,232144,52121,6112,21A0,2,A,0005,000000000000,1000000000,339030,E5ARPDRDEGE,E5AR,PDR,DEGE,64618.006581/2024-01,160504,"AV. FRANCISCO M. ALBIZU, 320, BACACHERI, CURITIBA-PR",0.0000,"16021205000102023 - UASG MINUTA: 160224",COMPRASNET-ME,27,27,33903024,24,"ITEM COMPRA: 00132 - CONEXÃO HIDRÁULICA, MATERIAL PVC- CLORETO DE POLIVINILA, TIPO NIPLE, TIPO FIXAÇÃO ROSCÁVEL, APLICAÇÃO INSTALAÇÕES PREDIAIS ÁGUA FRIA, BITOLA 1/2 POL",31/07/24,INCLUSAO,20,"0,45","9,00"
160224,2024NE000441,160224000012024NE000441,ORDINARIO,05/08/24,31/07/24,"1.687,51",46945369000178,179,12,PREGAO,"LEI 14.133/2021",28,,I,,"Inc. I, Art. 28, LEI 14.133/2021","2024NC409538, COEX DE 10MAI24 REQUISIÇÃO 8 SEÇ MNT INST",1,232144,52121,6112,21A0,2,A,0005,000000000000,1000000000,339030,E5ARPDRDEGE,E5AR,PDR,DEGE,64618.006581/2024-01,160504,"AV. FRANCISCO M. ALBIZU, 320, BACACHERI, CURITIBA-PR",0.0000,"16021205000102023 - UASG MINUTA: 160224",COMPRASNET-ME,28,28,33903024,24,"ITEM COMPRA: 00134 - CONEXÃO HIDRÁULICA, MATERIAL PVC- CLORETO DE POLIVINILA, TIPO BUCHA REDUÇÃO CURTA, TIPO FIXAÇÃO SOLDÁVEL, COR MARROM, BITOLA I 40 X 32 MM",31/07/24,INCLUSAO,5,"1,56","7,80"
