Número da Compra;Número do Item;Descrição;Descrição Detalhada;Unidade;Qtd. Autorizada;Fornecedor;Val. Unitário;Qtd. Saldo;Marca;Tipo de Compra;Número do Pregão;Ano do Pregão;UASG;Objeto;Unidade de Fornecimento;UG;Quantidade Empenhada;Início da Vigência;Fim da Vigência;Capacidade de Empenho
160211-90004/2024;36;215167 - Facão;Facão Material Lâmina: Aço , Material Cabo: Polipropileno , Comprimento: 18 POL, Tipo: Para Cacau;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;20;14.968.227/0001-30 - FERGAVI COMERCIAL LTDA;16.08;0.0;VONDER;Participante;90004;2024;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;Aquisição de material de instrução, manobra e patrulhamento para atender as necessidades do 20º BIB e integrantes do CCALC da 5ª RM, conforme condições e exigências estabelecidas neste instrumento.;Unidade;160211;20.0;;;0.0
160211-90004/2024;37;338466 - Corda;"Corda Material: Poliamida , Tipo: Trançado (Tipo ""A"") , Diâmetro: 11 MM, Aplicação: Múltiplo Uso , Características Adicionais: Semi-Estático";160211 - 20 BATALHAO DE INFANTARIA BLINDADO;1;40.539.740/0001-15 - ALXTEK SUPRIMENTOS DE INFORMATICA LTDA;574.05;1.0;CORDA;Participante;90004;2024;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;Aquisição de material de instrução, manobra e patrulhamento para atender as necessidades do 20º BIB e integrantes do CCALC da 5ª RM, conforme condições e exigências estabelecidas neste instrumento.;Rolo 100,00 M;160211;0.0;;;574.05
160211-90004/2024;40;480060 - Acessório equipamento segurança;Acessório Equipamento Segurança Tipo: Freio Oito , Material: Aço Inox , Aplicação: Equipamento Para Rapel , Características Adicionais: Carga 100 Kn;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;2;42.542.512/0001-20 - T2R COMERCIO DE ARTIGOS ESPORTIVOS E SERVICOS LTDA;79.9;2.0;100kn inox;Participante;90004;2024;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;Aquisição de material de instrução, manobra e patrulhamento para atender as necessidades do 20º BIB e integrantes do CCALC da 5ª RM, conforme condições e exigências estabelecidas neste instrumento.;Unidade;160211;0.0;;;159.8
160211-90004/2024;41;346071 - Mosquetão;"Mosquetão Material: Alumínio , Aplicação: Operações De Resgate , Características Adicionais: Modelo ""D"" Com Rosca , Resistência: 30 K";160211 - 20 BATALHAO DE INFANTARIA BLINDADO;2;31.461.288/0001-25 - MAGAZINE TUFICK LTDA;79.0;2.0;30KN;Participante;90004;2024;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;Aquisição de material de instrução, manobra e patrulhamento para atender as necessidades do 20º BIB e integrantes do CCALC da 5ª RM, conforme condições e exigências estabelecidas neste instrumento.;Unidade;160211;0.0;;;158.0
160211-90004/2024;42;283654 - Assento tático;Assento Tático Tipo: Cadeirinha , Material: Fita De Poliéster C/ Forração Acolchoada , Resistência: 22 KN, Cor: Preta , Aplicação: Salvamento Descida Rappel , Características Adicionais: Regulagem Na Cintura E Pernas Por Fivelas Metálica;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;2;30.775.478/0001-54 - AKILA PRIME COMERCIO E SERVICOS LTDA;138.0;2.0;TATICO;Participante;90004;2024;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;Aquisição de material de instrução, manobra e patrulhamento para atender as necessidades do 20º BIB e integrantes do CCALC da 5ª RM, conforme condições e exigências estabelecidas neste instrumento.;Unidade;160211;0.0;;;276.0
160211-90004/2024;44;246959 - Foice;Foice Material: Aço , Tratamento Superficial: Pintura Envernizada , Tipo: Aberta , Comprimento Lâmina: 40 CM, Peso: 900 G, Comprimento Cabo: 1,10 M, Material Cabo: Madeira;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;2;08.658.622/0001-13 - J. J. VITALLI;29.45;0.0;Tramontina;Participante;90004;2024;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;Aquisição de material de instrução, manobra e patrulhamento para atender as necessidades do 20º BIB e integrantes do CCALC da 5ª RM, conforme condições e exigências estabelecidas neste instrumento.;Unidade;160211;2.0;;;0.0
160211-90004/2024;48;481140 - Corda;"Corda Material: 100% Polipropileno , Tipo: Trançado (Tipo ""A"") , Diâmetro: 4 M";160211 - 20 BATALHAO DE INFANTARIA BLINDADO;100;43.058.709/0001-50 - PARANASEG EQUIPAMENTOS E SUPRIMENTOS INDUSTRIAIS LTDA;0.71;0.0;CORDA 4MM;Participante;90004;2024;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;Aquisição de material de instrução, manobra e patrulhamento para atender as necessidades do 20º BIB e integrantes do CCALC da 5ª RM, conforme condições e exigências estabelecidas neste instrumento.;Metro;160211;100.0;;;0.0
160211-90004/2024;49;473243 - Lâmpada led;Lâmpada Led Modelo: Led , Tensão Nominal: Bivolt , Potência Nominal: 10 W, Tipo Base: E-27 , Cor: Branca , Tipo Bulbo: A60 Global , Temperatura De Cor: 6000 A 6500 K, Frequência Nominal: 60 H;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;10;44.780.295/0001-31 - NB COMERCIO E LICITACOES LTDA;2.28;10.0;LED;Participante;90004;2024;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;Aquisição de material de instrução, manobra e patrulhamento para atender as necessidades do 20º BIB e integrantes do CCALC da 5ª RM, conforme condições e exigências estabelecidas neste instrumento.;Unidade;160211;0.0;;;22.799999999999997
160211-90004/2024;53;603277 - Lona;Lona Material: Lona , Aplicação: Banner , Largura: 1.60 M, Tipo: Placa De Identificação , Características Adicionais: Fosca Com Impressão Digital , Ilhoes A Cada 20 Cm , Comprimento: 1.60;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;6;41.180.809/0001-20 - GLOBAL INDUSTRIAS, DISTRIBUICAO E EXPORTACAO E IMPORTACAO LTDA;45.0;6.0;LONA;Participante;90004;2024;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;Aquisição de material de instrução, manobra e patrulhamento para atender as necessidades do 20º BIB e integrantes do CCALC da 5ª RM, conforme condições e exigências estabelecidas neste instrumento.;Metro Quadrado;160211;0.0;;;270.0
160211-90004/2024;55;602796 - Equipamento / Acessórios Desporto;Equipamento / Acessórios Desporto Tipo: Prisma , Material: Nylon , Dimensões: 30 X 30 CM, Características Adicionais: Nas Cores Branco E Laranja , Uso: Orientação Desportiva;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;15;43.424.481/0001-75 - SENDAS EQUIPAMENTOS ESPORTIVOS LTDA;14.0;15.0;30 x 30 cm - Branco;Participante;90004;2024;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;Aquisição de material de instrução, manobra e patrulhamento para atender as necessidades do 20º BIB e integrantes do CCALC da 5ª RM, conforme condições e exigências estabelecidas neste instrumento.;Unidade;160211;0.0;;;210.0
160211-90004/2024;56;612105 - Acessório Equipamento Segurança;Acessório Equipamento Segurança Tipo: Kit Para Camuflagem , Aplicação: Atividade Militar , Componentes: 5 Potes, 2 Verdes, 2 Pretos, 1 Marrom , Outros Componentes: (1), Tinta Orgânica A Base De Vaselina;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;30;41.053.476/0001-78 - CENTAURO ARTIGOS MILITARES LTDA;6.5;30.0;kit camuflagem;Participante;90004;2024;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;Aquisição de material de instrução, manobra e patrulhamento para atender as necessidades do 20º BIB e integrantes do CCALC da 5ª RM, conforme condições e exigências estabelecidas neste instrumento.;Unidade;160211;0.0;;;195.0
160211-90004/2024;77;445114 - Alvo de tiro;Alvo De Tiro Material: Papel Cartão , Tipo: Quadrado , Tamanho: 20 X 20 CM, Características Adicionais: Silhueta Preta;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;150;01.089.802/0001-82 - L C L COMERCIO DE ALVOS LTDA.;0.8;150.0;ALVO A5, SILHUETA PR;Participante;90004;2024;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;Aquisição de material de instrução, manobra e patrulhamento para atender as necessidades do 20º BIB e integrantes do CCALC da 5ª RM, conforme condições e exigências estabelecidas neste instrumento.;Unidade;160211;0.0;;;120.0
160211-90004/2024;78;469173 - Tnt;Tnt Gramatura: 40 G/M2, Cor: Variada , Largura: 1,40;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;1;15.272.796/0001-09 - NEW HOME COMERCIO DE MOVEIS LTDA;59.99;0.0;MAKE+ LISO;Participante;90004;2024;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;Aquisição de material de instrução, manobra e patrulhamento para atender as necessidades do 20º BIB e integrantes do CCALC da 5ª RM, conforme condições e exigências estabelecidas neste instrumento.;Rolo 50,00 M;160211;1.0;;;0.0
160211-90004/2024;82;603839 - Luva de proteção;Luva De Proteção Material: Couro Sintético , Aplicação: Uso Geral , Tamanho: Variados , Cor: Multicam , Características Adicionais: Laços De Transporte De Nylon, Lavável , Tipo: Sensível Ao Toque , Finalidade: Tática , Tipo Uso: Reutilizável;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;20;08.658.622/0001-13 - J. J. VITALLI;2.85;0.0;Volk;Participante;90004;2024;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;Aquisição de material de instrução, manobra e patrulhamento para atender as necessidades do 20º BIB e integrantes do CCALC da 5ª RM, conforme condições e exigências estabelecidas neste instrumento.;Par;160211;20.0;;;0.0
160211-90004/2024;83;257074 - Protetor auricular;Protetor Auricular Material: Poliuretano , Tamanho: Único , Características Adicionais: Tipo Plug;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;100;43.058.709/0001-50 - PARANASEG EQUIPAMENTOS E SUPRIMENTOS INDUSTRIAIS LTDA;0.83;100.0;CA 10551;Participante;90004;2024;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;Aquisição de material de instrução, manobra e patrulhamento para atender as necessidades do 20º BIB e integrantes do CCALC da 5ª RM, conforme condições e exigências estabelecidas neste instrumento.;Unidade;160211;0.0;;;83.0
160211-90004/2024;84;377815 - Cone sinalização;Cone Sinalização Material: Pvc , Altura: 75 CM, Largura Base: 40 CM, Cor: Branca/Laranja;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;5;26.950.671/0001-07 - LICERI COMERCIO DE PRODUTOS EM GERAL LTDA;23.34;5.0;700.00503;Participante;90004;2024;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;Aquisição de material de instrução, manobra e patrulhamento para atender as necessidades do 20º BIB e integrantes do CCALC da 5ª RM, conforme condições e exigências estabelecidas neste instrumento.;Unidade;160211;0.0;;;116.7
160211-90004/2024;85;611703 - Pedestal Banner;Pedestal Banner Material Estrutura: Alumínio Anodizado , Acabamento Superficial: Fosco , Altura Máxima: 2,55 M, Características Adicionais: Tripé Com Base Articulada E Regulagem De Altura , Largura: 1;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;4;42.785.776/0001-04 - ALLYSON PADILHA;90.0;0.0;Portabanner tripé;Participante;90004;2024;160211 - 20 BATALHAO DE INFANTARIA BLINDADO;Aquisição de material de instrução, manobra e patrulhamento para atender as necessidades do 20º BIB e integrantes do CCALC da 5ª RM, conforme condições e exigências estabelecidas neste instrumento.;Unidade;160211;4.0;;;0.0
160223-00016/2023;1;434110 - Acetilcisteína;Acetilcisteína Forma Farmaceutica: Granulado Para Solução Oral , Concentraçao: 600 M;160223 - HOSPITAL GERAL DE CURITIBA;180;07.752.236/0001-23 - MEDILAR IMPORTACAO E DISTRIBUICAO DE PRODUTOS MEDICO HOSPITALARES S/A;0.79;30.0;CISTEIL 154230140022;Participante;16;2023;160223 - HOSPITAL GERAL DE CURITIBA;Eventual aquisição de medicamentos e materiais médico hospitalares para atender as necessidades da Farmácia central do HGeC.;Envelope;160223;150.0;;;23.700000000000003
160223-00016/2023;2;268375 - Aciclovir;Uso: Creme, Dosagem: 50 MG/G,;160223 - HOSPITAL GERAL DE CURITIBA;20;10.596.721/0001-60 - GEORGINI PRODUTOS HOSPITALARES LTDA;2.2;20.0;BISNAGA;Participante;16;2023;160223 - HOSPITAL GERAL DE CURITIBA;Eventual aquisição de medicamentos e materiais médico hospitalares para atender as necessidades da Farmácia central do HGeC.;Bisnaga 10,00 G;160223;0.0;;;44.0
160223-00016/2023;4;315056 - Água Destilada;Água Destilada Aspecto Físico: Bidestilada, Estéril, Apirogênica;160223 - HOSPITAL GERAL DE CURITIBA;100;81.706.251/0001-98 - PROMEFARMA MEDICAMENTOS E PRODUTOS HOSPITALARES LTDA;0.24;100.0;FARMACE -AGUA PARA I;Participante;16;2023;160223 - HOSPITAL GERAL DE CURITIBA;Eventual aquisição de medicamentos e materiais médico hospitalares para atender as necessidades da Farmácia central do HGeC.;Ampola 10,00 ML;160223;0.0;;;24.0
160223-00016/2023;7;267506 - Albendazol;Albendazol Dosagem: 400 M;160223 - HOSPITAL GERAL DE CURITIBA;150;10.596.721/0001-60 - GEORGINI PRODUTOS HOSPITALARES LTDA;0.39;150.0;COMP;Participante;16;2023;160223 - HOSPITAL GERAL DE CURITIBA;Eventual aquisição de medicamentos e materiais médico hospitalares para atender as necessidades da Farmácia central do HGeC.;Comprimido;160223;0.0;;;58.5
160223-00016/2023;10;446263 - Ambroxol;Forma Farmacêutica: Xarope, Composição: Sal Cloridrato, Concentração: 6 MG/ML,;160223 - HOSPITAL GERAL DE CURITIBA;100;81.706.251/0001-98 - PROMEFARMA MEDICAMENTOS E PRODUTOS HOSPITALARES LTDA;4.02;0.0;AIRELA;Participante;16;2023;160223 - HOSPITAL GERAL DE CURITIBA;Eventual aquisição de medicamentos e materiais médico hospitalares para atender as necessidades da Farmácia central do HGeC.;Frasco 120,00 ML;160223;100.0;;;0.0
160223-00016/2023;11;271710 - Amiodarona;Amiodarona Indicação: Injetável , Dosagem: 50mg/Ml;160223 - HOSPITAL GERAL DE CURITIBA;10;02.816.696/0001-54 - PONTAMED FARMACEUTICA LTDA;2.8;10.0;GENERICO;Participante;16;2023;160223 - HOSPITAL GERAL DE CURITIBA;Eventual aquisição de medicamentos e materiais médico hospitalares para atender as necessidades da Farmácia central do HGeC.;Ampola 3,00 ML;160223;0.0;;;28.0
160223-00016/2023;13;271089 - Amoxicilina;Amoxicilina Concentração: 500mg;160223 - HOSPITAL GERAL DE CURITIBA;500;00.802.002/0001-02 - ALTERMED MATERIAL MEDICO HOSPITALAR LTDA;0.24;500.0;UNICHEM (GENERICO);Participante;16;2023;160223 - HOSPITAL GERAL DE CURITIBA;Eventual aquisição de medicamentos e materiais médico hospitalares para atender as necessidades da Farmácia central do HGeC.;Cápsula;160223;0.0;;;120.0
160223-00016/2023;15;271217 - Amoxicilina;Amoxicilina Princípio Ativo: Associada Com Clavulanato De Potássio , Concentração: 500mg + 125mg;160223 - HOSPITAL GERAL DE CURITIBA;500;05.912.018/0001-83 - MERCO SOLUCOES EM SAUDE S/A;2.96;0.0;500+125 RANBAXY;Participante;16;2023;160223 - HOSPITAL GERAL DE CURITIBA;Eventual aquisição de medicamentos e materiais médico hospitalares para atender as necessidades da Farmácia central do HGeC.;Comprimido;160223;500.0;;;0.0
160223-00016/2023;18;267140 - Azitromicina;Azitromicina Dosagem: 500 M;160223 - HOSPITAL GERAL DE CURITIBA;200;02.816.696/0001-54 - PONTAMED FARMACEUTICA LTDA;0.69;200.0;AZITROPHAR;Participante;16;2023;160223 - HOSPITAL GERAL DE CURITIBA;Eventual aquisição de medicamentos e materiais médico hospitalares para atender as necessidades da Farmácia central do HGeC.;Comprimido;160223;0.0;;;138.0
160223-00016/2023;22;267613 - Captopril;Concentração: 25 MG,;160223 - HOSPITAL GERAL DE CURITIBA;20;00.656.468/0001-39 - SOMA/PR COMERCIO DE PRODUTOS HOSPITALARES LTDA;0.02;20.0;GENERICO;Participante;16;2023;160223 - HOSPITAL GERAL DE CURITIBA;Eventual aquisição de medicamentos e materiais médico hospitalares para atender as necessidades da Farmácia central do HGeC.;Comprimido;160223;0.0;;;0.4
160223-00016/2023;23;267625 - Cefalexina;Dosagem: 500 MG,;160223 - HOSPITAL GERAL DE CURITIBA;1000;10.596.721/0001-60 - GEORGINI PRODUTOS HOSPITALARES LTDA;0.53;1000.0;COMP;Participante;16;2023;160223 - HOSPITAL GERAL DE CURITIBA;Eventual aquisição de medicamentos e materiais médico hospitalares para atender as necessidades da Farmácia central do HGeC.;Comprimido;160223;0.0;;;530.0
160223-00016/2023;28;308736 - Cetoconazol;Forma Farmacêutica: Creme Tópico, Dosagem: 20 MG/G,;160223 - HOSPITAL GERAL DE CURITIBA;60;34.223.536/0001-98 - LICITE SAUDE COMERCIO DE PRODUTOS HOSPITALARES LTDA;2.83;60.0;Bisnaga 20,00 G;Participante;16;2023;160223 - HOSPITAL GERAL DE CURITIBA;Eventual aquisição de medicamentos e materiais médico hospitalares para atender as necessidades da Farmácia central do HGeC.;Bisnaga 20,00 G;160223;0.0;;;169.8
160223-00016/2023;29;448844 - Cetoprofeno;Forma Farmaceutica: Pó Liófilo P/ Injetável, Concentraçao: 100 MG,;160223 - HOSPITAL GERAL DE CURITIBA;150;44.734.671/0022-86 - CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA;3.4;130.0;NÃO SE APLICA;Participante;16;2023;160223 - HOSPITAL GERAL DE CURITIBA;Eventual aquisição de medicamentos e materiais médico hospitalares para atender as necessidades da Farmácia central do HGeC.;Frasco-Ampola;160223;20.0;;;442.0
160223-00016/2023;30;272166 - Ciclobenzaprina cloridrato;Dosagem: 5 MG,;160223 - HOSPITAL GERAL DE CURITIBA;180;04.372.020/0001-44 - WERBRAN DISTRIBUIDORA DE MEDICAMENTOS LTDA;0.11;180.0;CICLOBENZAPRINA 5MG;Participante;16;2023;160223 - HOSPITAL GERAL DE CURITIBA;Eventual aquisição de medicamentos e materiais médico hospitalares para atender as necessidades da Farmácia central do HGeC.;Comprimido;160223;0.0;;;19.8
160223-00016/2023;32;267632 - Ciprofloxacino cloridrato;Dosagem: 500 MG,;160223 - HOSPITAL GERAL DE CURITIBA;100;94.389.400/0001-84 - MCW PRODUTOS MEDICOS E HOSPITALARES LTDA;0.2;100.0;PRATI DONADUZZI & CI;Participante;16;2023;160223 - HOSPITAL GERAL DE CURITIBA;Eventual aquisição de medicamentos e materiais médico hospitalares para atender as necessidades da Farmácia central do HGeC.;Comprimido;160223;0.0;;;20.0
160223-00016/2023;35;270118 - Clonazepam;Dosagem: 0,5 MG,;160223 - HOSPITAL GERAL DE CURITIBA;20;02.816.696/0001-54 - PONTAMED FARMACEUTICA LTDA;0.056;20.0;ZILEPAM;Participante;16;2023;160223 - HOSPITAL GERAL DE CURITIBA;Eventual aquisição de medicamentos e materiais médico hospitalares para atender as necessidades da Farmácia central do HGeC.;Comprimido;160223;0.0;;;1.12
160223-00016/2023;36;270120 - Clonazepam;Apresentação: Solução Oral- Gotas, Dosagem: 2,5 MG/ML,;160223 - HOSPITAL GERAL DE CURITIBA;2;02.816.696/0001-54 - PONTAMED FARMACEUTICA LTDA;2.28;2.0;GENERICO;Participante;16;2023;160223 - HOSPITAL GERAL DE CURITIBA;Eventual aquisição de medicamentos e materiais médico hospitalares para atender as necessidades da Farmácia central do HGeC.;Frasco 20,00 ML;160223;0.0;;;4.56
