UG,"NOME DA UG",CGCFEX,RM,COMANDO,ANO,SEQ,NR,LINK,SRP,"DATA DE INCLUSÃO","DATA DE PUBLICAÇÃO PNCP","DATA DE ATUALIZAÇÃO","DATA DE ABERTURA DA PROPOSTA","DATA DE ENCERRAMENTO DA PROPOSTA","INF. COMPL.",PROCESSO,OBJETO,LINK,JUST_PRESENCIAL,"NR PNCP",MODALIDADE,SITUAÇÃO,"INSTR CONVOCATÓRIO","MODO DE DISPUTA","DESCRIÇÃO DO AMPARO","NOME DO AMPARO","CNPJ DO ÓRGÃO","NOME DO ÓRGÃO","VALOR ESTIMADO","VALOR HOMOLOGADO","ITEM NR","TEM RESULTADO?","ITEM DESCRIÇÃO",MATERIAL/SERVIÇO,"VALOR UNITÁRIO ESTIMADO","ITEM QTDE","ITEM UNIDADE","CATEGORIA DO ITEM",JULGAMENTO,"SITUAÇÃO DO ITEM",BENEFÍCIO,"DATA DE INCLUSÃO DO ITEM","DATA DE ATUALIZAÇÃO DO ITEM",FAV,"NOME DO FAV",PORTE,"NATUREZA JURÍDICA","DATA DE INCLUSÃO DO RESULTADO","DATA DE ATUALIZAÇÃO DO RESULTADO","DATA DO RESULTADO","QTDE HOM","VALOR HOM","PERCENTUAL DE DESCONTO","VALOR TOTAL ESTIMADO","VALOR TOTAL HOM"
160224,"PARQUE REGIONAL DE MANUTENCAO/5","5º CGCFEx","5ª RM",CMS,2023,14912,00012,"Edital
Acompanhar",SIM,"23/02/2024 07:02:32","23/02/2024 07:02:32","23/02/2024 07:02:32","23/02/2024 08:00:00","06/03/2024 08:30:00","Para as respostas de esclarecimentos e impugnações deste edital acesse o link: https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/landing?destino=quadro-informativo&compra=16022405000122023",64618.006349/2023,"Aquisição de insumos para manutenção em 1º escalão das seguintes viaturas blindadas: VBTP M113 BR; VBTE Remun M992; VBE PC M577; VBC OAP M109 A5 e VBE Soc M578, destinadas ao atendimento do Grupo de Coordenação e Acompanhamento das Licitações e Contratos (CCALC) no âmbito da Guarnição de Curitiba, conforme condições, quantidades, conforme condições e exigências estabelecidas neste instrumento.","Edital
Acompanhar",,00394452000103-1-014912/2023,"Pregão - Eletrônico","Divulgada no PNCP",Edital,Aberto,"pregão: modalidade de licitação obrigatória para aquisição de bens e serviços comuns","Lei 14.133/2021, Art. 28, I",00394452000103,"COMANDO DO EXERCITO",864444.69,0.00,25,NÃO,"Filtro Óleo Lubrificante",Material,2793.3300,14.0000,Unidade,"Não se aplica","Menor preço",Anulado/Revogado/Cancelado,"Participação exclusiva para ME/EPP","23/02/2024 07:02:32","11/04/2024 14:04:38",,,,,"31/12/1969 21:00:00","31/12/1969 21:00:00","31/12/1969 21:00:00",,,,"39.106,62","0,00"
160224,"PARQUE REGIONAL DE MANUTENCAO/5","5º CGCFEx","5ª RM",CMS,2023,14912,00012,"Edital
Acompanhar",SIM,"23/02/2024 07:02:32","23/02/2024 07:02:32","23/02/2024 07:02:32","23/02/2024 08:00:00","06/03/2024 08:30:00","Para as respostas de esclarecimentos e impugnações deste edital acesse o link: https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/landing?destino=quadro-informativo&compra=16022405000122023",64618.006349/2023,"Aquisição de insumos para manutenção em 1º escalão das seguintes viaturas blindadas: VBTP M113 BR; VBTE Remun M992; VBE PC M577; VBC OAP M109 A5 e VBE Soc M578, destinadas ao atendimento do Grupo de Coordenação e Acompanhamento das Licitações e Contratos (CCALC) no âmbito da Guarnição de Curitiba, conforme condições, quantidades, conforme condições e exigências estabelecidas neste instrumento.","Edital
Acompanhar",,00394452000103-1-014912/2023,"Pregão - Eletrônico","Divulgada no PNCP",Edital,Aberto,"pregão: modalidade de licitação obrigatória para aquisição de bens e serviços comuns","Lei 14.133/2021, Art. 28, I",00394452000103,"COMANDO DO EXERCITO",864444.69,0.00,26,NÃO,"Peças / Acessórios Armamento",Material,3583.3300,6.0000,Unidade,"Não se aplica","Menor preço",Anulado/Revogado/Cancelado,"Participação exclusiva para ME/EPP","23/02/2024 07:02:32","11/04/2024 14:04:39",,,,,"31/12/1969 21:00:00","31/12/1969 21:00:00","31/12/1969 21:00:00",,,,"21.499,98","0,00"
160224,"PARQUE REGIONAL DE MANUTENCAO/5","5º CGCFEx","5ª RM",CMS,2023,14912,00012,"Edital
Acompanhar",SIM,"23/02/2024 07:02:32","23/02/2024 07:02:32","23/02/2024 07:02:32","23/02/2024 08:00:00","06/03/2024 08:30:00","Para as respostas de esclarecimentos e impugnações deste edital acesse o link: https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/landing?destino=quadro-informativo&compra=16022405000122023",64618.006349/2023,"Aquisição de insumos para manutenção em 1º escalão das seguintes viaturas blindadas: VBTP M113 BR; VBTE Remun M992; VBE PC M577; VBC OAP M109 A5 e VBE Soc M578, destinadas ao atendimento do Grupo de Coordenação e Acompanhamento das Licitações e Contratos (CCALC) no âmbito da Guarnição de Curitiba, conforme condições, quantidades, conforme condições e exigências estabelecidas neste instrumento.","Edital
Acompanhar",,00394452000103-1-014912/2023,"Pregão - Eletrônico","Divulgada no PNCP",Edital,Aberto,"pregão: modalidade de licitação obrigatória para aquisição de bens e serviços comuns","Lei 14.133/2021, Art. 28, I",00394452000103,"COMANDO DO EXERCITO",864444.69,0.00,27,NÃO,"Bóia tanque combustível",Material,2586.6700,11.0000,Unidade,"Não se aplica","Menor preço",Anulado/Revogado/Cancelado,"Participação exclusiva para ME/EPP","23/02/2024 07:02:32","11/04/2024 14:04:38",,,,,"31/12/1969 21:00:00","31/12/1969 21:00:00","31/12/1969 21:00:00",,,,"28.453,37","0,00"
160224,"PARQUE REGIONAL DE MANUTENCAO/5","5º CGCFEx","5ª RM",CMS,2023,15172,00010,"Edital
Acompanhar",SIM,"24/04/2024 07:04:38","24/04/2024 07:04:38","24/04/2024 07:04:38","24/04/2024 08:00:00","01/01/1970 00:00:00","Para as respostas de esclarecimentos e impugnações deste edital acesse o link: https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/landing?destino=quadro-informativo&compra=16022405000102023",64618000024202479,"Aquisição de insumos e ferramentas gerais para oficina, nos termos da tabela abaixo, conforme condições e exigências estabelecidas neste instrumento.","Edital
Acompanhar",,00394452000103-1-015172/2023,"Pregão - Eletrônico","Divulgada no PNCP",Edital,Aberto,"pregão: modalidade de licitação obrigatória para aquisição de bens e serviços comuns","Lei 14.133/2021, Art. 28, I",00394452000103,"COMANDO DO EXERCITO",807774.95,435450.90,1,SIM,Abraçadeira,Material,20.4600,373.0000,"Pacote 100,00 UN","Não se aplica","Menor preço","Em andamento","Participação exclusiva para ME/EPP","24/04/2024 07:04:38","24/04/2024 07:04:38",,,,,"31/12/1969 21:00:00","31/12/1969 21:00:00","31/12/1969 21:00:00",,,,"7.631,58","0,00"
160224,"PARQUE REGIONAL DE MANUTENCAO/5","5º CGCFEx","5ª RM",CMS,2023,15172,00010,"Edital
Acompanhar",SIM,"24/04/2024 07:04:38","24/04/2024 07:04:38","24/04/2024 07:04:38","24/04/2024 08:00:00","01/01/1970 00:00:00","Para as respostas de esclarecimentos e impugnações deste edital acesse o link: https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/landing?destino=quadro-informativo&compra=16022405000102023",64618000024202479,"Aquisição de insumos e ferramentas gerais para oficina, nos termos da tabela abaixo, conforme condições e exigências estabelecidas neste instrumento.","Edital
Acompanhar",,00394452000103-1-015172/2023,"Pregão - Eletrônico","Divulgada no PNCP",Edital,Aberto,"pregão: modalidade de licitação obrigatória para aquisição de bens e serviços comuns","Lei 14.133/2021, Art. 28, I",00394452000103,"COMANDO DO EXERCITO",807774.95,435450.90,2,NÃO,"Alicate de corte",Material,285.4900,71.0000,Unidade,"Não se aplica","Menor preço",Anulado/Revogado/Cancelado,"Participação exclusiva para ME/EPP","24/04/2024 07:04:38","21/05/2024 08:36:56",,,,,"31/12/1969 21:00:00","31/12/1969 21:00:00","31/12/1969 21:00:00",,,,"20.269,79","0,00"
160224,"PARQUE REGIONAL DE MANUTENCAO/5","5º CGCFEx","5ª RM",CMS,2023,15172,00010,"Edital
Acompanhar",SIM,"24/04/2024 07:04:38","24/04/2024 07:04:38","24/04/2024 07:04:38","24/04/2024 08:00:00","01/01/1970 00:00:00","Para as respostas de esclarecimentos e impugnações deste edital acesse o link: https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/landing?destino=quadro-informativo&compra=16022405000102023",64618000024202479,"Aquisição de insumos e ferramentas gerais para oficina, nos termos da tabela abaixo, conforme condições e exigências estabelecidas neste instrumento.","Edital
Acompanhar",,00394452000103-1-015172/2023,"Pregão - Eletrônico","Divulgada no PNCP",Edital,Aberto,"pregão: modalidade de licitação obrigatória para aquisição de bens e serviços comuns","Lei 14.133/2021, Art. 28, I",00394452000103,"COMANDO DO EXERCITO",807774.95,435450.90,3,SIM,"Alicate de pressão",Material,37.6500,162.0000,Unidade,"Não se aplica","Menor preço","Em andamento","Participação exclusiva para ME/EPP","24/04/2024 07:04:38","24/04/2024 07:04:38",,,,,"31/12/1969 21:00:00","31/12/1969 21:00:00","31/12/1969 21:00:00",,,,"6.099,30","0,00"
160224,"PARQUE REGIONAL DE MANUTENCAO/5","5º CGCFEx","5ª RM",CMS,2023,15172,00010,"Edital
Acompanhar",SIM,"24/04/2024 07:04:38","24/04/2024 07:04:38","24/04/2024 07:04:38","24/04/2024 08:00:00","01/01/1970 00:00:00","Para as respostas de esclarecimentos e impugnações deste edital acesse o link: https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/landing?destino=quadro-informativo&compra=16022405000102023",64618000024202479,"Aquisição de insumos e ferramentas gerais para oficina, nos termos da tabela abaixo, conforme condições e exigências estabelecidas neste instrumento.","Edital
Acompanhar",,00394452000103-1-015172/2023,"Pregão - Eletrônico","Divulgada no PNCP",Edital,Aberto,"pregão: modalidade de licitação obrigatória para aquisição de bens e serviços comuns","Lei 14.133/2021, Art. 28, I",00394452000103,"COMANDO DO EXERCITO",807774.95,435450.90,4,SIM,"Alicate descascar fio",Material,194.4400,60.0000,Unidade,"Não se aplica","Menor preço","Em andamento","Participação exclusiva para ME/EPP","24/04/2024 07:04:38","24/04/2024 07:04:38",,,,,"31/12/1969 21:00:00","31/12/1969 21:00:00","31/12/1969 21:00:00",,,,"11.666,40","0,00"
160224,"PARQUE REGIONAL DE MANUTENCAO/5","5º CGCFEx","5ª RM",CMS,2023,15172,00010,"Edital
Acompanhar",SIM,"24/04/2024 07:04:38","24/04/2024 07:04:38","24/04/2024 07:04:38","24/04/2024 08:00:00","01/01/1970 00:00:00","Para as respostas de esclarecimentos e impugnações deste edital acesse o link: https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/landing?destino=quadro-informativo&compra=16022405000102023",64618000024202479,"Aquisição de insumos e ferramentas gerais para oficina, nos termos da tabela abaixo, conforme condições e exigências estabelecidas neste instrumento.","Edital
Acompanhar",,00394452000103-1-015172/2023,"Pregão - Eletrônico","Divulgada no PNCP",Edital,Aberto,"pregão: modalidade de licitação obrigatória para aquisição de bens e serviços comuns","Lei 14.133/2021, Art. 28, I",00394452000103,"COMANDO DO EXERCITO",807774.95,435450.90,5,SIM,"Alicate universal",Material,249.5600,63.0000,Unidade,"Não se aplica","Menor preço","Em andamento","Participação exclusiva para ME/EPP","24/04/2024 07:04:38","24/04/2024 07:04:38",,,,,"31/12/1969 21:00:00","31/12/1969 21:00:00","31/12/1969 21:00:00",,,,"15.722,28","0,00"
160224,"PARQUE REGIONAL DE MANUTENCAO/5","5º CGCFEx","5ª RM",CMS,2023,15172,00010,"Edital
Acompanhar",SIM,"24/04/2024 07:04:38","24/04/2024 07:04:38","24/04/2024 07:04:38","24/04/2024 08:00:00","01/01/1970 00:00:00","Para as respostas de esclarecimentos e impugnações deste edital acesse o link: https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/landing?destino=quadro-informativo&compra=16022405000102023",64618000024202479,"Aquisição de insumos e ferramentas gerais para oficina, nos termos da tabela abaixo, conforme condições e exigências estabelecidas neste instrumento.","Edital
Acompanhar",,00394452000103-1-015172/2023,"Pregão - Eletrônico","Divulgada no PNCP",Edital,Aberto,"pregão: modalidade de licitação obrigatória para aquisição de bens e serviços comuns","Lei 14.133/2021, Art. 28, I",00394452000103,"COMANDO DO EXERCITO",807774.95,435450.90,6,SIM,"Alicate universal",Material,35.2700,124.0000,Unidade,"Não se aplica","Menor preço","Em andamento","Participação exclusiva para ME/EPP","24/04/2024 07:04:38","24/04/2024 07:04:38",,,,,"31/12/1969 21:00:00","31/12/1969 21:00:00","31/12/1969 21:00:00",,,,"4.373,48","0,00"
160224,"PARQUE REGIONAL DE MANUTENCAO/5","5º CGCFEx","5ª RM",CMS,2023,15172,00010,"Edital
Acompanhar",SIM,"24/04/2024 07:04:38","24/04/2024 07:04:38","24/04/2024 07:04:38","24/04/2024 08:00:00","01/01/1970 00:00:00","Para as respostas de esclarecimentos e impugnações deste edital acesse o link: https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/landing?destino=quadro-informativo&compra=16022405000102023",64618000024202479,"Aquisição de insumos e ferramentas gerais para oficina, nos termos da tabela abaixo, conforme condições e exigências estabelecidas neste instrumento.","Edital
Acompanhar",,00394452000103-1-015172/2023,"Pregão - Eletrônico","Divulgada no PNCP",Edital,Aberto,"pregão: modalidade de licitação obrigatória para aquisição de bens e serviços comuns","Lei 14.133/2021, Art. 28, I",00394452000103,"COMANDO DO EXERCITO",807774.95,435450.90,7,SIM,"Jogo chave",Material,83.2800,93.0000,Jogo,"Não se aplica","Menor preço","Em andamento","Participação exclusiva para ME/EPP","24/04/2024 07:04:38","24/04/2024 07:04:38",,,,,"31/12/1969 21:00:00","31/12/1969 21:00:00","31/12/1969 21:00:00",,,,"7.745,04","0,00"
160224,"PARQUE REGIONAL DE MANUTENCAO/5","5º CGCFEx","5ª RM",CMS,2023,15172,00010,"Edital
Acompanhar",SIM,"24/04/2024 07:04:38","24/04/2024 07:04:38","24/04/2024 07:04:38","24/04/2024 08:00:00","01/01/1970 00:00:00","Para as respostas de esclarecimentos e impugnações deste edital acesse o link: https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/landing?destino=quadro-informativo&compra=16022405000102023",64618000024202479,"Aquisição de insumos e ferramentas gerais para oficina, nos termos da tabela abaixo, conforme condições e exigências estabelecidas neste instrumento.","Edital
Acompanhar",,00394452000103-1-015172/2023,"Pregão - Eletrônico","Divulgada no PNCP",Edital,Aberto,"pregão: modalidade de licitação obrigatória para aquisição de bens e serviços comuns","Lei 14.133/2021, Art. 28, I",00394452000103,"COMANDO DO EXERCITO",807774.95,435450.90,8,SIM,"Jogo chave",Material,261.3300,48.0000,Unidade,"Não se aplica","Menor preço","Em andamento","Participação exclusiva para ME/EPP","24/04/2024 07:04:38","24/04/2024 07:04:38",,,,,"31/12/1969 21:00:00","31/12/1969 21:00:00","31/12/1969 21:00:00",,,,"12.543,84","0,00"
160224,"PARQUE REGIONAL DE MANUTENCAO/5","5º CGCFEx","5ª RM",CMS,2023,15172,00010,"Edital
Acompanhar",SIM,"24/04/2024 07:04:38","24/04/2024 07:04:38","24/04/2024 07:04:38","24/04/2024 08:00:00","01/01/1970 00:00:00","Para as respostas de esclarecimentos e impugnações deste edital acesse o link: https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/landing?destino=quadro-informativo&compra=16022405000102023",64618000024202479,"Aquisição de insumos e ferramentas gerais para oficina, nos termos da tabela abaixo, conforme condições e exigências estabelecidas neste instrumento.","Edital
Acompanhar",,00394452000103-1-015172/2023,"Pregão - Eletrônico","Divulgada no PNCP",Edital,Aberto,"pregão: modalidade de licitação obrigatória para aquisição de bens e serviços comuns","Lei 14.133/2021, Art. 28, I",00394452000103,"COMANDO DO EXERCITO",807774.95,435450.90,9,SIM,"Conjunto chaves combinadas",Material,317.0600,49.0000,Unidade,"Não se aplica","Menor preço","Em andamento","Participação exclusiva para ME/EPP","24/04/2024 07:04:38","24/04/2024 07:04:38",,,,,"31/12/1969 21:00:00","31/12/1969 21:00:00","31/12/1969 21:00:00",,,,"15.535,94","0,00"
160224,"PARQUE REGIONAL DE MANUTENCAO/5","5º CGCFEx","5ª RM",CMS,2023,15172,00010,"Edital
Acompanhar",SIM,"24/04/2024 07:04:38","24/04/2024 07:04:38","24/04/2024 07:04:38","24/04/2024 08:00:00","01/01/1970 00:00:00","Para as respostas de esclarecimentos e impugnações deste edital acesse o link: https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/landing?destino=quadro-informativo&compra=16022405000102023",64618000024202479,"Aquisição de insumos e ferramentas gerais para oficina, nos termos da tabela abaixo, conforme condições e exigências estabelecidas neste instrumento.","Edital
Acompanhar",,00394452000103-1-015172/2023,"Pregão - Eletrônico","Divulgada no PNCP",Edital,Aberto,"pregão: modalidade de licitação obrigatória para aquisição de bens e serviços comuns","Lei 14.133/2021, Art. 28, I",00394452000103,"COMANDO DO EXERCITO",807774.95,435450.90,10,SIM,"Chave combinada",Material,14.5100,104.0000,Unidade,"Não se aplica","Menor preço","Em andamento","Participação exclusiva para ME/EPP","24/04/2024 07:04:38","24/04/2024 07:04:38",,,,,"31/12/1969 21:00:00","31/12/1969 21:00:00","31/12/1969 21:00:00",,,,"1.509,04","0,00"
160224,"PARQUE REGIONAL DE MANUTENCAO/5","5º CGCFEx","5ª RM",CMS,2023,15172,00010,"Edital
Acompanhar",SIM,"24/04/2024 07:04:38","24/04/2024 07:04:38","24/04/2024 07:04:38","24/04/2024 08:00:00","01/01/1970 00:00:00","Para as respostas de esclarecimentos e impugnações deste edital acesse o link: https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/landing?destino=quadro-informativo&compra=16022405000102023",64618000024202479,"Aquisição de insumos e ferramentas gerais para oficina, nos termos da tabela abaixo, conforme condições e exigências estabelecidas neste instrumento.","Edital
Acompanhar",,00394452000103-1-015172/2023,"Pregão - Eletrônico","Divulgada no PNCP",Edital,Aberto,"pregão: modalidade de licitação obrigatória para aquisição de bens e serviços comuns","Lei 14.133/2021, Art. 28, I",00394452000103,"COMANDO DO EXERCITO",807774.95,435450.90,11,SIM,"Chave combinada",Material,15.2900,94.0000,Unidade,"Não se aplica","Menor preço","Em andamento","Participação exclusiva para ME/EPP","24/04/2024 07:04:38","24/04/2024 07:04:38",,,,,"31/12/1969 21:00:00","31/12/1969 21:00:00","31/12/1969 21:00:00",,,,"1.437,26","0,00"
160224,"PARQUE REGIONAL DE MANUTENCAO/5","5º CGCFEx","5ª RM",CMS,2023,15172,00010,"Edital
Acompanhar",SIM,"24/04/2024 07:04:38","24/04/2024 07:04:38","24/04/2024 07:04:38","24/04/2024 08:00:00","01/01/1970 00:00:00","Para as respostas de esclarecimentos e impugnações deste edital acesse o link: https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/landing?destino=quadro-informativo&compra=16022405000102023",64618000024202479,"Aquisição de insumos e ferramentas gerais para oficina, nos termos da tabela abaixo, conforme condições e exigências estabelecidas neste instrumento.","Edital
Acompanhar",,00394452000103-1-015172/2023,"Pregão - Eletrônico","Divulgada no PNCP",Edital,Aberto,"pregão: modalidade de licitação obrigatória para aquisição de bens e serviços comuns","Lei 14.133/2021, Art. 28, I",00394452000103,"COMANDO DO EXERCITO",807774.95,435450.90,12,SIM,"Chave combinada",Material,16.5400,94.0000,Unidade,"Não se aplica","Menor preço","Em andamento","Participação exclusiva para ME/EPP","24/04/2024 07:04:38","24/04/2024 07:04:38",,,,,"31/12/1969 21:00:00","31/12/1969 21:00:00","31/12/1969 21:00:00",,,,"1.554,76","0,00"
160224,"PARQUE REGIONAL DE MANUTENCAO/5","5º CGCFEx","5ª RM",CMS,2023,15172,00010,"Edital
Acompanhar",SIM,"24/04/2024 07:04:38","24/04/2024 07:04:38","24/04/2024 07:04:38","24/04/2024 08:00:00","01/01/1970 00:00:00","Para as respostas de esclarecimentos e impugnações deste edital acesse o link: https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/landing?destino=quadro-informativo&compra=16022405000102023",64618000024202479,"Aquisição de insumos e ferramentas gerais para oficina, nos termos da tabela abaixo, conforme condições e exigências estabelecidas neste instrumento.","Edital
Acompanhar",,00394452000103-1-015172/2023,"Pregão - Eletrônico","Divulgada no PNCP",Edital,Aberto,"pregão: modalidade de licitação obrigatória para aquisição de bens e serviços comuns","Lei 14.133/2021, Art. 28, I",00394452000103,"COMANDO DO EXERCITO",807774.95,435450.90,13,SIM,"Chave combinada",Material,16.3900,104.0000,Unidade,"Não se aplica","Menor preço","Em andamento","Participação exclusiva para ME/EPP","24/04/2024 07:04:38","24/04/2024 07:04:38",,,,,"31/12/1969 21:00:00","31/12/1969 21:00:00","31/12/1969 21:00:00",,,,"1.704,56","0,00"
160224,"PARQUE REGIONAL DE MANUTENCAO/5","5º CGCFEx","5ª RM",CMS,2023,15172,00010,"Edital
Acompanhar",SIM,"24/04/2024 07:04:38","24/04/2024 07:04:38","24/04/2024 07:04:38","24/04/2024 08:00:00","01/01/1970 00:00:00","Para as respostas de esclarecimentos e impugnações deste edital acesse o link: https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/landing?destino=quadro-informativo&compra=16022405000102023",64618000024202479,"Aquisição de insumos e ferramentas gerais para oficina, nos termos da tabela abaixo, conforme condições e exigências estabelecidas neste instrumento.","Edital
Acompanhar",,00394452000103-1-015172/2023,"Pregão - Eletrônico","Divulgada no PNCP",Edital,Aberto,"pregão: modalidade de licitação obrigatória para aquisição de bens e serviços comuns","Lei 14.133/2021, Art. 28, I",00394452000103,"COMANDO DO EXERCITO",807774.95,435450.90,14,SIM,"Chave Combinada",Material,18.1700,96.0000,Unidade,"Não se aplica","Menor preço","Em andamento","Participação exclusiva para ME/EPP","24/04/2024 07:04:38","24/04/2024 07:04:38",,,,,"31/12/1969 21:00:00","31/12/1969 21:00:00","31/12/1969 21:00:00",,,,"1.744,32","0,00"
160224,"PARQUE REGIONAL DE MANUTENCAO/5","5º CGCFEx","5ª RM",CMS,2023,15172,00010,"Edital
Acompanhar",SIM,"24/04/2024 07:04:38","24/04/2024 07:04:38","24/04/2024 07:04:38","24/04/2024 08:00:00","01/01/1970 00:00:00","Para as respostas de esclarecimentos e impugnações deste edital acesse o link: https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/landing?destino=quadro-informativo&compra=16022405000102023",64618000024202479,"Aquisição de insumos e ferramentas gerais para oficina, nos termos da tabela abaixo, conforme condições e exigências estabelecidas neste instrumento.","Edital
Acompanhar",,00394452000103-1-015172/2023,"Pregão - Eletrônico","Divulgada no PNCP",Edital,Aberto,"pregão: modalidade de licitação obrigatória para aquisição de bens e serviços comuns","Lei 14.133/2021, Art. 28, I",00394452000103,"COMANDO DO EXERCITO",807774.95,435450.90,15,SIM,"Chave Combinada",Material,19.9600,101.0000,Unidade,"Não se aplica","Menor preço","Em andamento","Participação exclusiva para ME/EPP","24/04/2024 07:04:38","24/04/2024 07:04:38",,,,,"31/12/1969 21:00:00","31/12/1969 21:00:00","31/12/1969 21:00:00",,,,"2.015,96","0,00"
160224,"PARQUE REGIONAL DE MANUTENCAO/5","5º CGCFEx","5ª RM",CMS,2023,15172,00010,"Edital
Acompanhar",SIM,"24/04/2024 07:04:38","24/04/2024 07:04:38","24/04/2024 07:04:38","24/04/2024 08:00:00","01/01/1970 00:00:00","Para as respostas de esclarecimentos e impugnações deste edital acesse o link: https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/landing?destino=quadro-informativo&compra=16022405000102023",64618000024202479,"Aquisição de insumos e ferramentas gerais para oficina, nos termos da tabela abaixo, conforme condições e exigências estabelecidas neste instrumento.","Edital
Acompanhar",,00394452000103-1-015172/2023,"Pregão - Eletrônico","Divulgada no PNCP",Edital,Aberto,"pregão: modalidade de licitação obrigatória para aquisição de bens e serviços comuns","Lei 14.133/2021, Art. 28, I",00394452000103,"COMANDO DO EXERCITO",807774.95,435450.90,16,SIM,"Chave combinada",Material,21.8400,96.0000,Unidade,"Não se aplica","Menor preço","Em andamento","Participação exclusiva para ME/EPP","24/04/2024 07:04:38","24/04/2024 07:04:38",,,,,"31/12/1969 21:00:00","31/12/1969 21:00:00","31/12/1969 21:00:00",,,,"2.096,64","0,00"
160224,"PARQUE REGIONAL DE MANUTENCAO/5","5º CGCFEx","5ª RM",CMS,2023,15172,00010,"Edital
Acompanhar",SIM,"24/04/2024 07:04:38","24/04/2024 07:04:38","24/04/2024 07:04:38","24/04/2024 08:00:00","01/01/1970 00:00:00","Para as respostas de esclarecimentos e impugnações deste edital acesse o link: https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/landing?destino=quadro-informativo&compra=16022405000102023",64618000024202479,"Aquisição de insumos e ferramentas gerais para oficina, nos termos da tabela abaixo, conforme condições e exigências estabelecidas neste instrumento.","Edital
Acompanhar",,00394452000103-1-015172/2023,"Pregão - Eletrônico","Divulgada no PNCP",Edital,Aberto,"pregão: modalidade de licitação obrigatória para aquisição de bens e serviços comuns","Lei 14.133/2021, Art. 28, I",00394452000103,"COMANDO DO EXERCITO",807774.95,435450.90,17,SIM,"Chave combinada",Material,22.7100,101.0000,Unidade,"Não se aplica","Menor preço","Em andamento","Participação exclusiva para ME/EPP","24/04/2024 07:04:38","24/04/2024 07:04:38",,,,,"31/12/1969 21:00:00","31/12/1969 21:00:00","31/12/1969 21:00:00",,,,"2.293,71","0,00"
160224,"PARQUE REGIONAL DE MANUTENCAO/5","5º CGCFEx","5ª RM",CMS,2023,15172,00010,"Edital
Acompanhar",SIM,"24/04/2024 07:04:38","24/04/2024 07:04:38","24/04/2024 07:04:38","24/04/2024 08:00:00","01/01/1970 00:00:00","Para as respostas de esclarecimentos e impugnações deste edital acesse o link: https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/landing?destino=quadro-informativo&compra=16022405000102023",64618000024202479,"Aquisição de insumos e ferramentas gerais para oficina, nos termos da tabela abaixo, conforme condições e exigências estabelecidas neste instrumento.","Edital
Acompanhar",,00394452000103-1-015172/2023,"Pregão - Eletrônico","Divulgada no PNCP",Edital,Aberto,"pregão: modalidade de licitação obrigatória para aquisição de bens e serviços comuns","Lei 14.133/2021, Art. 28, I",00394452000103,"COMANDO DO EXERCITO",807774.95,435450.90,18,SIM,"Chave combinada",Material,25.7900,94.0000,Unidade,"Não se aplica","Menor preço","Em andamento","Participação exclusiva para ME/EPP","24/04/2024 07:04:38","24/04/2024 07:04:38",,,,,"31/12/1969 21:00:00","31/12/1969 21:00:00","31/12/1969 21:00:00",,,,"2.424,26","0,00"
